Container is store 10000 plants:
0: Tree: age = 74581, name = XwFnuYs, GetQuotient = 0.14285714285714285
3068: Tree: age = 39360, name = JiYQXpjSOr, GetQuotient = 0.1
3069: Bush: month = Month.JULY, name = QCPmyzUVblnk, GetQuotient = 0.0
3070: Flower: name = GcWZyw, Type = Type.GARDEN, GetQuotient = 0.0
3071: Bush: month = Month.JUNE, name = KoEbfjwT, GetQuotient = 0.125
3072: Tree: age = 5991, name = lgg, GetQuotient = 0.0
3073: Flower: name = bQDpgvAvouvbbo, Type = Type.HOUSE, GetQuotient = 0.21428571428571427
3074: Flower: name = aL, Type = Type.HOUSE, GetQuotient = 0.5
3075: Bush: month = Month.APRIL, name = Yt, GetQuotient = 0.0
3076: Tree: age = 7520, name = hyHqJBRqlcmCnCYsai, GetQuotient = 0.1111111111111111
3077: Tree: age = 70230, name = QbgKUKyp, GetQuotient = 0.0
3078: Tree: age = 91274, name = vkVEKzQOZCo, GetQuotient = 0.09090909090909091
3079: Bush: month = Month.SEPTEMBER, name = SDifAmdaKeHjPE, GetQuotient = 0.21428571428571427
3080: Flower: name = gDdfOONcULkDPTheTb, Type = Type.WILD, GetQuotient = 0.05555555555555555
3081: Flower: name = kiREUzlqm, Type = Type.GARDEN, GetQuotient = 0.1111111111111111
3082: Flower: name = JGaTuPLEOcKWIoXUg, Type = Type.WILD, GetQuotient = 0.17647058823529413
3083: Tree: age = 35684, name = zdJEiLCGhmCLyRS, GetQuotient = 0.06666666666666667
3084: Tree: age = 16993, name = IPOoTMMgyTTEEQQqBAJg, GetQuotient = 0.05
3085: Flower: name = wNkxoHoEbin, Type = Type.GARDEN, GetQuotient = 0.2727272727272727
3086: Bush: month = Month.APRIL, name = hkleubyukuxJTyOFle, GetQuotient = 0.2777777777777778
3087: Tree: age = 7655, name = VYmpnzWiEDRZF, GetQuotient = 0.07692307692307693
3088: Flower: name = MYfGfE, Type = Type.WILD, GetQuotient = 0.0
3089: Tree: age = 97491, name = yTtudTtO, GetQuotient = 0.125
3090: Tree: age = 63750, name = tVoCVBcXVZLZLLgB, GetQuotient = 0.0625
3091: Bush: month = Month.APRIL, name = BP, GetQuotient = 0.0
3092: Tree: age = 3658, name = lKUEDkcwESihBwYML, GetQuotient = 0.058823529411764705
3093: Flower: name = ED, Type = Type.HOUSE, GetQuotient = 0.0
3094: Flower: name = EyHvA, Type = Type.HOUSE, GetQuotient = 0.0
3095: Bush: month = Month.MARCH, name = XfNMAqXDdnzYWSYq, GetQuotient = 0.0
3096: Tree: age = 49810, name = avPcPdvGFinsoiQI, GetQuotient = 0.25
3097: Bush: month = Month.FEBRUARY, name = a, GetQuotient = 1.0
3098: Bush: month = Month.SEPTEMBER, name = vHwRaGn, GetQuotient = 0.14285714285714285
3099: Bush: month = Month.DECEMBER, name = yluKKeCa, GetQuotient = 0.375
3100: Flower: name = dunBUnQjk, Type = Type.HOUSE, GetQuotient = 0.1111111111111111
3101: Flower: name = blNjxvwiYzEwxjFaS, Type = Type.WILD, GetQuotient = 0.11764705882352941
3102: Flower: name = HbmNHLWAWvVrYgXChb, Type = Type.GARDEN, GetQuotient = 0.0
3103: Flower: name = btAoGLRXdguObaRIsG, Type = Type.HOUSE, GetQuotient = 0.16666666666666666
3104: Bush: month = Month.JULY, name = zsIZow, GetQuotient = 0.16666666666666666
3105: Bush: month = Month.DECEMBER, name = QTTvabxaLZEQEyoTLv, GetQuotient = 0.16666666666666666
3106: Flower: name = VrswJDPoD, Type = Type.GARDEN, GetQuotient = 0.1111111111111111
3107: Flower: name = WlyZWKbynOnHyxHJveE, Type = Type.GARDEN, GetQuotient = 0.05263157894736842
3108: Bush: month = Month.DECEMBER, name = pIyDAOhMWcvPfLqIDv, GetQuotient = 0.0
3109: Tree: age = 96316, name = RrIyzzOOUFBwnMyhmDCl, GetQuotient = 0.0
3110: Bush: month = Month.AUGUST, name = wQlSXM, GetQuotient = 0.0
3111: Tree: age = 54480, name = uQoziQPIJ, GetQuotient = 0.3333333333333333
3112: Flower: name = DhVAn, Type = Type.HOUSE, GetQuotient = 0.0
3113: Tree: age = 19106, name = mCCzW, GetQuotient = 0.0
3114: Flower: name = wXqk, Type = Type.WILD, GetQuotient = 0.0
3115: Bush: month = Month.AUGUST, name = nVscEiLtkNZR, GetQuotient = 0.08333333333333333
3116: Bush: month = Month.NOVEMBER, name = jEfyLZ, GetQuotient = 0.0
3117: Bush: month = Month.AUGUST, name = XjWKcXNmxLajCNTnKd, GetQuotient = 0.05555555555555555
3118: Bush: month = Month.FEBRUARY, name = ciHMkvkfsOUFeIjqgHV, GetQuotient = 0.10526315789473684
3119: Bush: month = Month.FEBRUARY, name = ngPIjWEOTYmkC, GetQuotient = 0.0
3120: Bush: month = Month.OCTOBER, name = PQfuoHVUCLUkduGDddQF, GetQuotient = 0.15
3121: Tree: age = 83068, name = vg, GetQuotient = 0.0
3122: Bush: month = Month.JANUARY, name = ZfvEUUGIpWkj, GetQuotient = 0.0
3123: Bush: month = Month.DECEMBER, name = s, GetQuotient = 0.0
3124: Flower: name = Bzqeli, Type = Type.GARDEN, GetQuotient = 0.3333333333333333
3125: Tree: age = 89129, name = AsxJPxSkEYCXNkY, GetQuotient = 0.0
3126: Tree: age = 53014, name = jCPqUszRiQLyxe, GetQuotient = 0.14285714285714285
3127: Flower: name = GIBdYDfSTszUQuYlNm, Type = Type.GARDEN, GetQuotient = 0.05555555555555555
3128: Flower: name = LXtsp, Type = Type.HOUSE, GetQuotient = 0.0
3129: Tree: age = 66532, name = yPHcwZVPhM, GetQuotient = 0.0
3130: Bush: month = Month.SEPTEMBER, name = VKJnWlrggAbhhx, GetQuotient = 0.0
3131: Bush: month = Month.MARCH, name = bYPNDkEODBiWED, GetQuotient = 0.07142857142857142
3132: Tree: age = 42422, name = KmKvU, GetQuotient = 0.0
3133: Tree: age = 63153, name = dLKbhBYyPpDAF, GetQuotient = 0.0
3134: Tree: age = 94187, name = joyqvgcrqwgZX, GetQuotient = 0.07692307692307693
3135: Tree: age = 49306, name = aFoaqotRwlztssCm, GetQuotient = 0.25
3136: Tree: age = 3151, name = X, GetQuotient = 0.0
3137: Tree: age = 78416, name = afpOcpVXuMYJSGrdFPfT, GetQuotient = 0.1
3138: Tree: age = 13065, name = irTCtesao, GetQuotient = 0.4444444444444444
3139: Flower: name = SqDjZSIjOEwnqKU, Type = Type.GARDEN, GetQuotient = 0.0
3140: Bush: month = Month.FEBRUARY, name = hZoSjUHGNSMs, GetQuotient = 0.08333333333333333
3141: Tree: age = 43886, name = yVjpiWFMMJfHUGs, GetQuotient = 0.06666666666666667
3142: Flower: name = S, Type = Type.GARDEN, GetQuotient = 0.0
3143: Flower: name = nAGKBK, Type = Type.GARDEN, GetQuotient = 0.0
3144: Bush: month = Month.APRIL, name = Nn, GetQuotient = 0.0
3145: Bush: month = Month.MARCH, name = DpMOzxEUdYfuwTksP, GetQuotient = 0.058823529411764705
3146: Flower: name = XMUbAPYk, Type = Type.HOUSE, GetQuotient = 0.0
3147: Flower: name = gAubfrVgyXZpxdzR, Type = Type.HOUSE, GetQuotient = 0.0625
3148: Bush: month = Month.APRIL, name = uBEdIpRhS, GetQuotient = 0.1111111111111111
3149: Tree: age = 4538, name = XluXv, GetQuotient = 0.2
3150: Bush: month = Month.JUNE, name = VMRbyuwdJkM, GetQuotient = 0.09090909090909091
3151: Flower: name = NdkSNssRQiVGjliP, Type = Type.GARDEN, GetQuotient = 0.125
3152: Bush: month = Month.FEBRUARY, name = oDbEMWqmdTDxVGDT, GetQuotient = 0.0625
3153: Flower: name = C, Type = Type.GARDEN, GetQuotient = 0.0
3154: Tree: age = 20076, name = rlEizmobL, GetQuotient = 0.2222222222222222
3155: Bush: month = Month.MAY, name = FJUiaogqhRRZB, GetQuotient = 0.23076923076923078
3156: Bush: month = Month.NOVEMBER, name = NPrBedPpPSRpsLzeNUXF, GetQuotient = 0.1
3157: Bush: month = Month.NOVEMBER, name = m, GetQuotient = 0.0
3158: Tree: age = 74663, name = uPfPZAAa, GetQuotient = 0.25
3159: Tree: age = 4542, name = wtcmd, GetQuotient = 0.0
3160: Tree: age = 56613, name = Z, GetQuotient = 0.0
3161: Bush: month = Month.SEPTEMBER, name = ZjMNTYuICGTpnWdT, GetQuotient = 0.0625
3162: Flower: name = DhjTlRPQKcQrjC, Type = Type.HOUSE, GetQuotient = 0.0
3163: Flower: name = imXkgEPNiCVXOCDIqR, Type = Type.HOUSE, GetQuotient = 0.1111111111111111
3164: Flower: name = mLNirzFaJOupib, Type = Type.HOUSE, GetQuotient = 0.2857142857142857
3165: Bush: month = Month.MAY, name = McvSOvQFeAYdCTipEdJ, GetQuotient = 0.10526315789473684
3166: Tree: age = 17347, name = rWfvKZzWDHIjNtnLe, GetQuotient = 0.058823529411764705
3167: Flower: name = ZjbxDVCcHreobKizH, Type = Type.WILD, GetQuotient = 0.17647058823529413
3168: Tree: age = 3528, name = tHEjhXzgvbCZoo, GetQuotient = 0.14285714285714285
3169: Tree: age = 215, name = IyeNCnsnrri, GetQuotient = 0.18181818181818182
3170: Tree: age = 65981, name = u, GetQuotient = 1.0
3171: Flower: name = IKtCAwfXti, Type = Type.WILD, GetQuotient = 0.1
3172: Bush: month = Month.DECEMBER, name = mGtGVXboN, GetQuotient = 0.1111111111111111
3173: Tree: age = 19109, name = vZAxUAZhOKvwBSUcnZ, GetQuotient = 0.0
3174: Bush: month = Month.JULY, name = flSIpMvJelKIeeWjzb, GetQuotient = 0.16666666666666666
3175: Flower: name = RJDsAbFxQaZwuaPz, Type = Type.WILD, GetQuotient = 0.1875
3176: Flower: name = zbc, Type = Type.GARDEN, GetQuotient = 0.0
3177: Tree: age = 96729, name = AnppCFUOSITQObMny, GetQuotient = 0.0
3178: Bush: month = Month.MAY, name = qajBDclZ, GetQuotient = 0.125
3179: Tree: age = 93646, name = RYJsqsbg, GetQuotient = 0.0
3180: Tree: age = 93578, name = nJvEzwSgiC, GetQuotient = 0.1
3181: Tree: age = 85168, name = hxCDfUZvUIIFPKcCS, GetQuotient = 0.0
3182: Flower: name = gPsZgatsHDtDxy, Type = Type.HOUSE, GetQuotient = 0.07142857142857142
3183: Bush: month = Month.DECEMBER, name = LxBGWgggRWZtjkhINZpp, GetQuotient = 0.0
3184: Bush: month = Month.OCTOBER, name = AUj, GetQuotient = 0.0
3185: Bush: month = Month.SEPTEMBER, name = VZYUTpmKKdhQ, GetQuotient = 0.0
3186: Flower: name = OUjeiGDXFXAE, Type = Type.WILD, GetQuotient = 0.16666666666666666
3187: Bush: month = Month.MAY, name = ZVGanQYygQUfigOAtSlB, GetQuotient = 0.1
3188: Tree: age = 39769, name = z, GetQuotient = 0.0
3189: Flower: name = bvF, Type = Type.WILD, GetQuotient = 0.0
3190: Flower: name = DNieiYYjzbs, Type = Type.WILD, GetQuotient = 0.2727272727272727
3191: Tree: age = 49342, name = nPTJwuc, GetQuotient = 0.14285714285714285
3192: Tree: age = 79449, name = aauyiutCxvj, GetQuotient = 0.45454545454545453
3193: Flower: name = ZBGciEWneDhcCazBqO, Type = Type.HOUSE, GetQuotient = 0.16666666666666666
3194: Tree: age = 11377, name = XzqUSeX, GetQuotient = 0.14285714285714285
3195: Bush: month = Month.MARCH, name = OLGJ, GetQuotient = 0.0
3196: Tree: age = 57683, name = OdAqwApvNqAfp, GetQuotient = 0.0
3197: Flower: name = h, Type = Type.HOUSE, GetQuotient = 0.0
3198: Tree: age = 63462, name = GMXUzPiZaPLYF, GetQuotient = 0.15384615384615385
3199: Tree: age = 6220, name = IRMDPDZXOUyo, GetQuotient = 0.08333333333333333
3200: Tree: age = 24736, name = mIGTHmUgRUM, GetQuotient = 0.0
3201: Tree: age = 94218, name = aOocfKJbYQ, GetQuotient = 0.2
3202: Bush: month = Month.MAY, name = i, GetQuotient = 1.0
3203: Flower: name = AysiqnszqEr, Type = Type.GARDEN, GetQuotient = 0.09090909090909091
3204: Bush: month = Month.JULY, name = SMkcWJPouQY, GetQuotient = 0.18181818181818182
3205: Tree: age = 28893, name = qChMVIPef, GetQuotient = 0.1111111111111111
3206: Tree: age = 29582, name = JEVVkK, GetQuotient = 0.0
3207: Flower: name = gSlMfgIFDbhdUlZRjtwv, Type = Type.GARDEN, GetQuotient = 0.0
3208: Bush: month = Month.AUGUST, name = SXWJ, GetQuotient = 0.0
3209: Flower: name = RwguXNIUdbbdtjw, Type = Type.GARDEN, GetQuotient = 0.06666666666666667
3210: Bush: month = Month.AUGUST, name = dHdn, GetQuotient = 0.0
3211: Tree: age = 37100, name = LRzbVGUiJmgizD, GetQuotient = 0.14285714285714285
3212: Bush: month = Month.APRIL, name = Kj, GetQuotient = 0.0
3213: Bush: month = Month.MAY, name = oUMRFxCBproovhqOihpA, GetQuotient = 0.2
3214: Tree: age = 80187, name = TuiywcGEgOJiHzgU, GetQuotient = 0.1875
3215: Flower: name = zisS, Type = Type.GARDEN, GetQuotient = 0.25
3216: Flower: name = DLDqPLVLhk, Type = Type.WILD, GetQuotient = 0.0
3217: Flower: name = Uf, Type = Type.HOUSE, GetQuotient = 0.0
3218: Tree: age = 5524, name = QHLGCtCl, GetQuotient = 0.0
3219: Tree: age = 13448, name = qtBhPO, GetQuotient = 0.0
3220: Bush: month = Month.AUGUST, name = zGevIHB, GetQuotient = 0.14285714285714285
3221: Bush: month = Month.MARCH, name = vGXLYktv, GetQuotient = 0.0
3222: Tree: age = 4369, name = b, GetQuotient = 0.0
3223: Bush: month = Month.JUNE, name = xjalMEBYAsxGqirPM, GetQuotient = 0.11764705882352941
3224: Flower: name = ALlgZaS, Type = Type.GARDEN, GetQuotient = 0.14285714285714285
3225: Tree: age = 47226, name = zSUDVzRlnDQ, GetQuotient = 0.0
3226: Bush: month = Month.SEPTEMBER, name = g, GetQuotient = 0.0
3227: Flower: name = NZtyRMnTIWPjpyh, Type = Type.GARDEN, GetQuotient = 0.0
3228: Tree: age = 28131, name = qarxrP, GetQuotient = 0.16666666666666666
3229: Bush: month = Month.NOVEMBER, name = N, GetQuotient = 0.0
3230: Tree: age = 69769, name = aMYAhTiAsjtqF, GetQuotient = 0.15384615384615385
3231: Bush: month = Month.JULY, name = QcFtFu, GetQuotient = 0.16666666666666666
3232: Flower: name = zeOS, Type = Type.GARDEN, GetQuotient = 0.25
3233: Bush: month = Month.FEBRUARY, name = p, GetQuotient = 0.0
3234: Flower: name = n, Type = Type.HOUSE, GetQuotient = 0.0
3235: Tree: age = 24677, name = OXauHlr, GetQuotient = 0.2857142857142857
3236: Tree: age = 76733, name = NhIjggtanQBUKVDf, GetQuotient = 0.0625
3237: Tree: age = 54917, name = oWhaRIEoi, GetQuotient = 0.4444444444444444
3238: Bush: month = Month.DECEMBER, name = WHGPqrVEClJIzupdO, GetQuotient = 0.058823529411764705
3239: Flower: name = IkaeJNJEHmihmtXsiYI, Type = Type.HOUSE, GetQuotient = 0.21052631578947367
3240: Tree: age = 90851, name = LuDgYdn, GetQuotient = 0.14285714285714285
3241: Bush: month = Month.OCTOBER, name = TbtRCxqEJKElyRxtFm, GetQuotient = 0.0
3242: Tree: age = 27762, name = BCqbuRZiCwRsbogKuSFE, GetQuotient = 0.2
3243: Bush: month = Month.JANUARY, name = HjYIAcsIiTk, GetQuotient = 0.09090909090909091
3244: Tree: age = 22491, name = jQRnX, GetQuotient = 0.0
3245: Flower: name = kvVJyt, Type = Type.GARDEN, GetQuotient = 0.0
3246: Tree: age = 60434, name = UjsUMHSBOuKzecgf, GetQuotient = 0.125
3247: Bush: month = Month.JANUARY, name = eHLTocblV, GetQuotient = 0.2222222222222222
3248: Tree: age = 94805, name = hB, GetQuotient = 0.0
3249: Flower: name = zTwDYChmLqxEjoELKZXB, Type = Type.GARDEN, GetQuotient = 0.05
3250: Bush: month = Month.JUNE, name = DCoIt, GetQuotient = 0.2
3251: Flower: name = WutwzMQMjhhife, Type = Type.HOUSE, GetQuotient = 0.21428571428571427
3252: Flower: name = cNmnIFnXQKOjhE, Type = Type.WILD, GetQuotient = 0.0
3253: Tree: age = 4860, name = OsqNXqvuw, GetQuotient = 0.1111111111111111
3254: Bush: month = Month.FEBRUARY, name = zLddEqpCzMWhpSNy, GetQuotient = 0.0
3255: Tree: age = 95090, name = XnaLjKzJuCzyZ, GetQuotient = 0.15384615384615385
3256: Flower: name = CXmdUBCTyPMVqsUzRz, Type = Type.GARDEN, GetQuotient = 0.0
3257: Tree: age = 41974, name = OaGYfxeACPjttWQZl, GetQuotient = 0.11764705882352941
3258: Bush: month = Month.OCTOBER, name = eOFcgU, GetQuotient = 0.16666666666666666
3259: Tree: age = 54702, name = wotz, GetQuotient = 0.25
3260: Tree: age = 18833, name = n, GetQuotient = 0.0
3261: Tree: age = 41795, name = AHnKxOVFRtYX, GetQuotient = 0.0
3262: Flower: name = sgcd, Type = Type.WILD, GetQuotient = 0.0
3263: Tree: age = 47205, name = AXowpURXAd, GetQuotient = 0.1
3264: Tree: age = 7428, name = PfCSLFwvbFn, GetQuotient = 0.0
3265: Bush: month = Month.JUNE, name = YhMtl, GetQuotient = 0.0
3266: Flower: name = QYwOPJwjsGNmIoLKyEML, Type = Type.GARDEN, GetQuotient = 0.05
3267: Tree: age = 16249, name = DQQMBVlFxAYDnVd, GetQuotient = 0.0
3268: Tree: age = 22441, name = HGVVuBumyOTWFF, GetQuotient = 0.14285714285714285
3269: Bush: month = Month.FEBRUARY, name = offlGDKhF, GetQuotient = 0.1111111111111111
3270: Bush: month = Month.JANUARY, name = GGVQGViHLZOBn, GetQuotient = 0.07692307692307693
3271: Tree: age = 37188, name = ddFd, GetQuotient = 0.0
3272: Flower: name = iPiyHjMGmBm, Type = Type.WILD, GetQuotient = 0.18181818181818182
3273: Bush: month = Month.DECEMBER, name = lJpxtxDQypW, GetQuotient = 0.0
3274: Tree: age = 49511, name = EEwcnsmI, GetQuotient = 0.0
3275: Tree: age = 52578, name = pcZjhpMPQpuOowYH, GetQuotient = 0.125
3276: Flower: name = ZXFfRuSFhbmIKrHZs, Type = Type.GARDEN, GetQuotient = 0.058823529411764705
3277: Tree: age = 91969, name = oekdyZQ, GetQuotient = 0.2857142857142857
3278: Bush: month = Month.DECEMBER, name = jVlfxHn, GetQuotient = 0.0
3279: Bush: month = Month.APRIL, name = XfuPdWCnPfce, GetQuotient = 0.16666666666666666
3280: Flower: name = CCtGUtdji, Type = Type.WILD, GetQuotient = 0.1111111111111111
3281: Bush: month = Month.AUGUST, name = jjueYazKkDhEi, GetQuotient = 0.3076923076923077
3282: Flower: name = PrzUmFjPOitXFtNZNgBk, Type = Type.HOUSE, GetQuotient = 0.05
3283: Flower: name = TNutpcYCx, Type = Type.GARDEN, GetQuotient = 0.1111111111111111
3284: Tree: age = 48514, name = zLXjsx, GetQuotient = 0.0
3285: Flower: name = Oa, Type = Type.WILD, GetQuotient = 0.5
3286: Tree: age = 56602, name = FcGKlQuVjZdElkgQDczS, GetQuotient = 0.05
3287: Tree: age = 9176, name = qI, GetQuotient = 0.0
3288: Flower: name = PKkJuUyDioL, Type = Type.WILD, GetQuotient = 0.2727272727272727
3289: Tree: age = 51247, name = xYgIlYhoItz, GetQuotient = 0.09090909090909091
3290: Flower: name = cscvBUleRiqyRtkUJsu, Type = Type.HOUSE, GetQuotient = 0.15789473684210525
3291: Flower: name = ysoxeJtNujdjgDOt, Type = Type.HOUSE, GetQuotient = 0.1875
3292: Flower: name = eQp, Type = Type.HOUSE, GetQuotient = 0.3333333333333333
3293: Bush: month = Month.APRIL, name = sQzwEPdLUpU, GetQuotient = 0.0
3294: Bush: month = Month.NOVEMBER, name = LVzsSJk, GetQuotient = 0.0
3295: Tree: age = 14024, name = MXPvkqDaiTZCqLJMpJk, GetQuotient = 0.10526315789473684
3296: Bush: month = Month.OCTOBER, name = ewsCatCRh, GetQuotient = 0.2222222222222222
3297: Bush: month = Month.AUGUST, name = jgZPLjlLSlrrY, GetQuotient = 0.0
3298: Flower: name = wZREhCMXmUgdMnPDkua, Type = Type.HOUSE, GetQuotient = 0.10526315789473684
3299: Bush: month = Month.DECEMBER, name = FOoApvYVWPzo, GetQuotient = 0.16666666666666666
3300: Tree: age = 98756, name = LyucXZerrMXs, GetQuotient = 0.16666666666666666
3301: Bush: month = Month.APRIL, name = BRtpxFmciSvidCU, GetQuotient = 0.13333333333333333
3302: Flower: name = wHyiVVA, Type = Type.HOUSE, GetQuotient = 0.14285714285714285
3303: Bush: month = Month.SEPTEMBER, name = gzTJXUIEbJameQFKm, GetQuotient = 0.11764705882352941
3304: Tree: age = 80307, name = SyAOsnObZzFCglDb, GetQuotient = 0.0
3305: Tree: age = 64250, name = vKm, GetQuotient = 0.0
3306: Flower: name = FfHGpVxQyD, Type = Type.GARDEN, GetQuotient = 0.0
3307: Tree: age = 49973, name = oxiVyJzctAGD, GetQuotient = 0.16666666666666666
3308: Bush: month = Month.SEPTEMBER, name = hc, GetQuotient = 0.0
3309: Bush: month = Month.DECEMBER, name = FZWf, GetQuotient = 0.0
3310: Tree: age = 28256, name = qgDJ, GetQuotient = 0.0
3311: Tree: age = 46520, name = glTDbpogmAltUF, GetQuotient = 0.07142857142857142
3312: Flower: name = NsNeFVirucMMpHHTbXk, Type = Type.HOUSE, GetQuotient = 0.15789473684210525
3313: Tree: age = 42631, name = IxTuwaZHxRV, GetQuotient = 0.18181818181818182
3314: Flower: name = c, Type = Type.GARDEN, GetQuotient = 0.0
3315: Bush: month = Month.MAY, name = mrWuHlhymyce, GetQuotient = 0.16666666666666666
3316: Flower: name = VRPuspCpdSJgJksJVShw, Type = Type.HOUSE, GetQuotient = 0.05
3317: Bush: month = Month.OCTOBER, name = dpVnooLB, GetQuotient = 0.25
3318: Bush: month = Month.JUNE, name = JaZuaKWStBXATh, GetQuotient = 0.21428571428571427
3319: Bush: month = Month.JUNE, name = QjeTvWrQcDVKDXZ, GetQuotient = 0.06666666666666667
3320: Flower: name = fBInUzQl, Type = Type.HOUSE, GetQuotient = 0.0
3321: Bush: month = Month.AUGUST, name = nfLJNIVeOBLVhuutwe, GetQuotient = 0.2222222222222222
3322: Flower: name = xyGoxIMLZpigtfuk, Type = Type.WILD, GetQuotient = 0.1875
3323: Bush: month = Month.FEBRUARY, name = abUglAhKqONVctwFGsBB, GetQuotient = 0.05
3324: Tree: age = 80478, name = eaCJg, GetQuotient = 0.4
3325: Tree: age = 81637, name = HncCPbokxoMWNG, GetQuotient = 0.14285714285714285
3326: Bush: month = Month.MAY, name = ZMrgyu, GetQuotient = 0.16666666666666666
3327: Bush: month = Month.DECEMBER, name = uKCTmTPyAMYLwKnVI, GetQuotient = 0.058823529411764705
3328: Flower: name = oecGECpamfVGlNWPdPq, Type = Type.GARDEN, GetQuotient = 0.15789473684210525
3329: Tree: age = 21063, name = TqKdniXDnDjnDJobwsWN, GetQuotient = 0.1
3330: Flower: name = OkYBAYR, Type = Type.HOUSE, GetQuotient = 0.0
3331: Flower: name = ADWIoexobBsCkrppl, Type = Type.HOUSE, GetQuotient = 0.17647058823529413
3332: Flower: name = fTqvkmxgp, Type = Type.WILD, GetQuotient = 0.0
3333: Bush: month = Month.MARCH, name = kyLub, GetQuotient = 0.2
3334: Tree: age = 59412, name = UiB, GetQuotient = 0.3333333333333333
3335: Tree: age = 17255, name = UDZyeVh, GetQuotient = 0.14285714285714285
3336: Flower: name = XZuiDihN, Type = Type.HOUSE, GetQuotient = 0.375
3337: Flower: name = gyYShDHSExqTkgLYqQk, Type = Type.WILD, GetQuotient = 0.0
3338: Tree: age = 5825, name = sVnYSyjpoTbwEJfVGr, GetQuotient = 0.05555555555555555
3339: Flower: name = cusjMgj, Type = Type.GARDEN, GetQuotient = 0.14285714285714285
3340: Tree: age = 69196, name = dPbIGxBjXJIoTyqyV, GetQuotient = 0.058823529411764705
3341: Flower: name = zQ, Type = Type.HOUSE, GetQuotient = 0.0
3342: Tree: age = 16375, name = JjqmdrjfjZGcHD, GetQuotient = 0.0
3343: Flower: name = UTj, Type = Type.HOUSE, GetQuotient = 0.0
3344: Bush: month = Month.SEPTEMBER, name = DarWxvrjpRWHubg, GetQuotient = 0.13333333333333333
3345: Tree: age = 69654, name = sxelNhsP, GetQuotient = 0.125
3346: Bush: month = Month.DECEMBER, name = DbrrA, GetQuotient = 0.0
3347: Flower: name = Y, Type = Type.WILD, GetQuotient = 0.0
3348: Bush: month = Month.OCTOBER, name = Adp, GetQuotient = 0.0
