Sorted container:
Container is store 10000 plants:
0: Tree: age = 75372, name = a, GetQuotient = 1.0
2518: Flower: name = ENSEVdwubojfcnSmzuzw, Type = Type.WILD, GetQuotient = 0.15
2519: Tree: age = 79027, name = aBmxUTJxfFBPPNGTaBme, GetQuotient = 0.15
2520: Flower: name = pYoSuVsFCnQEffIqeslv, Type = Type.WILD, GetQuotient = 0.15
2521: Flower: name = RdHfZJoQWUreHaBnxsZk, Type = Type.WILD, GetQuotient = 0.15
2522: Flower: name = IiENZzbAKZBLLewydzor, Type = Type.WILD, GetQuotient = 0.15
2523: Tree: age = 74581, name = XwFnuYs, GetQuotient = 0.14285714285714285
2524: Flower: name = rguYktr, Type = Type.WILD, GetQuotient = 0.14285714285714285
2525: Tree: age = 43978, name = vjlkwIe, GetQuotient = 0.14285714285714285
2526: Flower: name = LfIoMvl, Type = Type.HOUSE, GetQuotient = 0.14285714285714285
2527: Tree: age = 57606, name = YPerQtECPIilFS, GetQuotient = 0.14285714285714285
2528: Flower: name = cPmIiUxaKkcRAs, Type = Type.WILD, GetQuotient = 0.14285714285714285
2529: Bush: month = Month.MARCH, name = EogKTWv, GetQuotient = 0.14285714285714285
2530: Tree: age = 5680, name = nqzjzPaEQIboPs, GetQuotient = 0.14285714285714285
2531: Flower: name = FulZGvg, Type = Type.HOUSE, GetQuotient = 0.14285714285714285
2532: Bush: month = Month.APRIL, name = auIUJkxmNyllpm, GetQuotient = 0.14285714285714285
2533: Tree: age = 3205, name = doLrjPt, GetQuotient = 0.14285714285714285
2534: Flower: name = rGGqodhotmFgwW, Type = Type.GARDEN, GetQuotient = 0.14285714285714285
2535: Bush: month = Month.NOVEMBER, name = GbMdIeq, GetQuotient = 0.14285714285714285
2536: Bush: month = Month.OCTOBER, name = wNpkeXU, GetQuotient = 0.14285714285714285
2537: Bush: month = Month.AUGUST, name = XVtWNCi, GetQuotient = 0.14285714285714285
2538: Flower: name = jvXeJmv, Type = Type.HOUSE, GetQuotient = 0.14285714285714285
2539: Tree: age = 96909, name = lpVYuCJ, GetQuotient = 0.14285714285714285
2540: Tree: age = 73029, name = OwYiWbn, GetQuotient = 0.14285714285714285
2541: Tree: age = 95952, name = RuvlRUQ, GetQuotient = 0.14285714285714285
2542: Bush: month = Month.OCTOBER, name = qiBzhofkmNDpUH, GetQuotient = 0.14285714285714285
2543: Flower: name = vZChFuiTHxyUrW, Type = Type.HOUSE, GetQuotient = 0.14285714285714285
2544: Tree: age = 34040, name = jRjomGq, GetQuotient = 0.14285714285714285
2545: Tree: age = 64775, name = wZytXyu, GetQuotient = 0.14285714285714285
2546: Tree: age = 51643, name = vlBiKsQNeqAnWE, GetQuotient = 0.14285714285714285
2547: Bush: month = Month.APRIL, name = ZwdFgutxKkxhPu, GetQuotient = 0.14285714285714285
2548: Tree: age = 98316, name = LDpLqPu, GetQuotient = 0.14285714285714285
2549: Flower: name = lcvPuYC, Type = Type.HOUSE, GetQuotient = 0.14285714285714285
2550: Flower: name = sSPaQww, Type = Type.HOUSE, GetQuotient = 0.14285714285714285
2551: Flower: name = mavfRKv, Type = Type.GARDEN, GetQuotient = 0.14285714285714285
2552: Tree: age = 94031, name = dFPFuIp, GetQuotient = 0.14285714285714285
2553: Flower: name = qPUKoDx, Type = Type.WILD, GetQuotient = 0.14285714285714285
2554: Bush: month = Month.APRIL, name = alyQEXm, GetQuotient = 0.14285714285714285
2555: Tree: age = 60445, name = PiTDmbZ, GetQuotient = 0.14285714285714285
2556: Tree: age = 87905, name = BUzbiNsAkgoKKh, GetQuotient = 0.14285714285714285
2557: Tree: age = 46832, name = kkEpDal, GetQuotient = 0.14285714285714285
2558: Bush: month = Month.APRIL, name = ubfXNrf, GetQuotient = 0.14285714285714285
2559: Flower: name = GsATfussSlbKYe, Type = Type.WILD, GetQuotient = 0.14285714285714285
2560: Flower: name = JRNpKxdYxuWQig, Type = Type.GARDEN, GetQuotient = 0.14285714285714285
2561: Tree: age = 98819, name = ykIoUUf, GetQuotient = 0.14285714285714285
2562: Bush: month = Month.OCTOBER, name = VvbKaUDivOjDUC, GetQuotient = 0.14285714285714285
2563: Tree: age = 15034, name = efTjGfR, GetQuotient = 0.14285714285714285
2564: Tree: age = 1910, name = VRFmabZyAAMILu, GetQuotient = 0.14285714285714285
2565: Flower: name = onXJysN, Type = Type.WILD, GetQuotient = 0.14285714285714285
2566: Flower: name = krrlzya, Type = Type.HOUSE, GetQuotient = 0.14285714285714285
2567: Tree: age = 96554, name = gvtaJlq, GetQuotient = 0.14285714285714285
2568: Flower: name = kCbhkMu, Type = Type.WILD, GetQuotient = 0.14285714285714285
2569: Bush: month = Month.JUNE, name = pmaALrEWsbnSoE, GetQuotient = 0.14285714285714285
2570: Bush: month = Month.SEPTEMBER, name = rVgCRmjAzuFaSk, GetQuotient = 0.14285714285714285
2571: Bush: month = Month.JUNE, name = abtJDqb, GetQuotient = 0.14285714285714285
2572: Tree: age = 82654, name = fmeaTzBOUxUYbq, GetQuotient = 0.14285714285714285
2573: Bush: month = Month.JUNE, name = IodRBNv, GetQuotient = 0.14285714285714285
2574: Tree: age = 248, name = HCHKhEe, GetQuotient = 0.14285714285714285
2575: Flower: name = pyGCdep, Type = Type.GARDEN, GetQuotient = 0.14285714285714285
2576: Tree: age = 26599, name = einrRVlBQLWqEG, GetQuotient = 0.14285714285714285
2577: Bush: month = Month.FEBRUARY, name = mvQHaDd, GetQuotient = 0.14285714285714285
2578: Bush: month = Month.MAY, name = imHBkcE, GetQuotient = 0.14285714285714285
2579: Tree: age = 1801, name = WyPUMiRbRrMiyN, GetQuotient = 0.14285714285714285
2580: Bush: month = Month.JANUARY, name = aqOVJLx, GetQuotient = 0.14285714285714285
2581: Flower: name = DppxEse, Type = Type.GARDEN, GetQuotient = 0.14285714285714285
2582: Flower: name = rvkoxct, Type = Type.HOUSE, GetQuotient = 0.14285714285714285
2583: Bush: month = Month.OCTOBER, name = qyImEIZfrobaSd, GetQuotient = 0.14285714285714285
2584: Flower: name = viElUHL, Type = Type.HOUSE, GetQuotient = 0.14285714285714285
2585: Flower: name = zxRXogKHOcuSBk, Type = Type.WILD, GetQuotient = 0.14285714285714285
2586: Tree: age = 48027, name = caksLYz, GetQuotient = 0.14285714285714285
2587: Flower: name = DQaJkBQ, Type = Type.HOUSE, GetQuotient = 0.14285714285714285
2588: Flower: name = vNLgeHq, Type = Type.WILD, GetQuotient = 0.14285714285714285
2589: Tree: age = 63390, name = dxrdXquecOCpQs, GetQuotient = 0.14285714285714285
2590: Flower: name = uxGWfjCnFgLWMo, Type = Type.GARDEN, GetQuotient = 0.14285714285714285
2591: Bush: month = Month.SEPTEMBER, name = HIrJpMa, GetQuotient = 0.14285714285714285
2592: Bush: month = Month.SEPTEMBER, name = ZaVNcDoYmPIsVC, GetQuotient = 0.14285714285714285
2593: Tree: age = 7241, name = tbxOBqu, GetQuotient = 0.14285714285714285
2594: Tree: age = 56776, name = vHRGavf, GetQuotient = 0.14285714285714285
2595: Bush: month = Month.MAY, name = gwNNAaj, GetQuotient = 0.14285714285714285
2596: Flower: name = BzIWtkuELopDZp, Type = Type.GARDEN, GetQuotient = 0.14285714285714285
2597: Flower: name = ErTDenw, Type = Type.HOUSE, GetQuotient = 0.14285714285714285
2598: Flower: name = xeovgwRUIzAwjZ, Type = Type.WILD, GetQuotient = 0.14285714285714285
2599: Flower: name = EpofypF, Type = Type.GARDEN, GetQuotient = 0.14285714285714285
2600: Flower: name = JDaTWRq, Type = Type.HOUSE, GetQuotient = 0.14285714285714285
2601: Tree: age = 35305, name = BZtGQJmxLXaoKE, GetQuotient = 0.14285714285714285
2602: Tree: age = 48483, name = LoBHHeGwMrzQHJ, GetQuotient = 0.14285714285714285
2603: Flower: name = XarqNKw, Type = Type.WILD, GetQuotient = 0.14285714285714285
2604: Tree: age = 58994, name = rOeWXDx, GetQuotient = 0.14285714285714285
2605: Flower: name = yDuPHqBiBvLxwH, Type = Type.WILD, GetQuotient = 0.14285714285714285
2606: Flower: name = EBIKkhmoBtemTl, Type = Type.WILD, GetQuotient = 0.14285714285714285
2607: Tree: age = 4031, name = lWXZsEeMWlVaRc, GetQuotient = 0.14285714285714285
2608: Bush: month = Month.SEPTEMBER, name = AZhLwuG, GetQuotient = 0.14285714285714285
2609: Tree: age = 11366, name = CVOOuqcxMTwlri, GetQuotient = 0.14285714285714285
2610: Bush: month = Month.DECEMBER, name = uPHZeOKlRVDXRN, GetQuotient = 0.14285714285714285
2611: Flower: name = ulckBAUXwBXQOe, Type = Type.WILD, GetQuotient = 0.14285714285714285
2612: Tree: age = 87828, name = nhcyziJ, GetQuotient = 0.14285714285714285
2613: Bush: month = Month.JANUARY, name = ZuZCpJIRigyEdc, GetQuotient = 0.14285714285714285
2614: Tree: age = 71110, name = AMewfSm, GetQuotient = 0.14285714285714285
2615: Flower: name = uxeHWQCpRQEhBH, Type = Type.WILD, GetQuotient = 0.14285714285714285
2616: Bush: month = Month.JANUARY, name = ZLBeLHX, GetQuotient = 0.14285714285714285
2617: Tree: age = 59692, name = QDCNIce, GetQuotient = 0.14285714285714285
2618: Bush: month = Month.SEPTEMBER, name = vHwRaGn, GetQuotient = 0.14285714285714285
2619: Tree: age = 53014, name = jCPqUszRiQLyxe, GetQuotient = 0.14285714285714285
2620: Tree: age = 3528, name = tHEjhXzgvbCZoo, GetQuotient = 0.14285714285714285
2621: Tree: age = 49342, name = nPTJwuc, GetQuotient = 0.14285714285714285
2622: Tree: age = 11377, name = XzqUSeX, GetQuotient = 0.14285714285714285
2623: Tree: age = 37100, name = LRzbVGUiJmgizD, GetQuotient = 0.14285714285714285
2624: Bush: month = Month.AUGUST, name = zGevIHB, GetQuotient = 0.14285714285714285
2625: Flower: name = ALlgZaS, Type = Type.GARDEN, GetQuotient = 0.14285714285714285
2626: Tree: age = 90851, name = LuDgYdn, GetQuotient = 0.14285714285714285
2627: Tree: age = 22441, name = HGVVuBumyOTWFF, GetQuotient = 0.14285714285714285
2628: Flower: name = wHyiVVA, Type = Type.HOUSE, GetQuotient = 0.14285714285714285
2629: Tree: age = 81637, name = HncCPbokxoMWNG, GetQuotient = 0.14285714285714285
2630: Tree: age = 17255, name = UDZyeVh, GetQuotient = 0.14285714285714285
2631: Flower: name = cusjMgj, Type = Type.GARDEN, GetQuotient = 0.14285714285714285
2632: Bush: month = Month.AUGUST, name = vmpgkGWIZTRiep, GetQuotient = 0.14285714285714285
2633: Bush: month = Month.NOVEMBER, name = ScvJwez, GetQuotient = 0.14285714285714285
2634: Flower: name = UCkSYnSFaVGuXH, Type = Type.WILD, GetQuotient = 0.14285714285714285
2635: Bush: month = Month.JANUARY, name = cWZfSpAEVjNeeI, GetQuotient = 0.14285714285714285
2636: Tree: age = 75926, name = klSdFciGxvQTpu, GetQuotient = 0.14285714285714285
2637: Flower: name = EunThjC, Type = Type.HOUSE, GetQuotient = 0.14285714285714285
2638: Bush: month = Month.JANUARY, name = XlwMfOaXqnGzko, GetQuotient = 0.14285714285714285
2639: Tree: age = 93293, name = YPaOQuxBpSLKdp, GetQuotient = 0.14285714285714285
2640: Flower: name = RdAGTag, Type = Type.WILD, GetQuotient = 0.14285714285714285
2641: Flower: name = opuplXqyOBxOCA, Type = Type.GARDEN, GetQuotient = 0.14285714285714285
2642: Tree: age = 22670, name = pSzejBt, GetQuotient = 0.14285714285714285
2643: Tree: age = 35088, name = ATaUNtgxSizsyJ, GetQuotient = 0.14285714285714285
2644: Tree: age = 67015, name = TeXEDRM, GetQuotient = 0.14285714285714285
2645: Tree: age = 64150, name = WgLOpiT, GetQuotient = 0.14285714285714285
2646: Tree: age = 54816, name = bXGfAag, GetQuotient = 0.14285714285714285
2647: Flower: name = ejDTkELVTUaTrN, Type = Type.GARDEN, GetQuotient = 0.14285714285714285
2648: Bush: month = Month.JULY, name = ZXgCvhi, GetQuotient = 0.14285714285714285
2649: Flower: name = LKypWIi, Type = Type.HOUSE, GetQuotient = 0.14285714285714285
2650: Bush: month = Month.OCTOBER, name = uWwGvEH, GetQuotient = 0.14285714285714285
2651: Bush: month = Month.NOVEMBER, name = kqnpKfaZTgvGxo, GetQuotient = 0.14285714285714285
2652: Tree: age = 64776, name = eZYhHXm, GetQuotient = 0.14285714285714285
2653: Flower: name = QoHFoNvALghpDm, Type = Type.WILD, GetQuotient = 0.14285714285714285
2654: Tree: age = 57120, name = rxLibOlzrQAihd, GetQuotient = 0.14285714285714285
2655: Bush: month = Month.JUNE, name = ozCorBkOzndYrc, GetQuotient = 0.14285714285714285
2656: Tree: age = 47322, name = ZecSBms, GetQuotient = 0.14285714285714285
2657: Tree: age = 34041, name = NArNiSl, GetQuotient = 0.14285714285714285
2658: Tree: age = 22106, name = rFYFRNLeGZIsaD, GetQuotient = 0.14285714285714285
2659: Flower: name = bVsykaR, Type = Type.WILD, GetQuotient = 0.14285714285714285
2660: Tree: age = 53669, name = vUEgSzqsXhoLoI, GetQuotient = 0.14285714285714285
2661: Tree: age = 91553, name = lRiZtPr, GetQuotient = 0.14285714285714285
2662: Bush: month = Month.APRIL, name = kxFuAJf, GetQuotient = 0.14285714285714285
2663: Tree: age = 11104, name = uYHyqFvEsuZqzt, GetQuotient = 0.14285714285714285
2664: Flower: name = EwfJeSsuEdDnMF, Type = Type.GARDEN, GetQuotient = 0.14285714285714285
2665: Bush: month = Month.JANUARY, name = ojlOKuwWCtOJsq, GetQuotient = 0.14285714285714285
2666: Tree: age = 71336, name = zZwZZir, GetQuotient = 0.14285714285714285
2667: Tree: age = 5479, name = yRXHgiN, GetQuotient = 0.14285714285714285
2668: Tree: age = 81649, name = yTrwFYNLOdqeix, GetQuotient = 0.14285714285714285
2669: Flower: name = OZnzLpSegqoAVA, Type = Type.HOUSE, GetQuotient = 0.14285714285714285
2670: Flower: name = vWRCbeukLLUqYI, Type = Type.GARDEN, GetQuotient = 0.14285714285714285
2671: Bush: month = Month.SEPTEMBER, name = WJuPNcA, GetQuotient = 0.14285714285714285
2672: Tree: age = 55061, name = EsBtveFnGBPTne, GetQuotient = 0.14285714285714285
2673: Bush: month = Month.MARCH, name = YVxgfud, GetQuotient = 0.14285714285714285
2674: Bush: month = Month.JUNE, name = UpXWWoh, GetQuotient = 0.14285714285714285
2675: Tree: age = 70354, name = UubzWPI, GetQuotient = 0.14285714285714285
2676: Flower: name = evdlBSO, Type = Type.WILD, GetQuotient = 0.14285714285714285
2677: Flower: name = oEEIkXUkSeAcEv, Type = Type.GARDEN, GetQuotient = 0.14285714285714285
2678: Bush: month = Month.DECEMBER, name = ilDPaknqPSNYnb, GetQuotient = 0.14285714285714285
2679: Flower: name = RTymOTarkoPhTD, Type = Type.WILD, GetQuotient = 0.14285714285714285
2680: Tree: age = 51874, name = IKsaHrl, GetQuotient = 0.14285714285714285
2681: Bush: month = Month.MARCH, name = lkwSbXe, GetQuotient = 0.14285714285714285
2682: Tree: age = 26325, name = yvXCuhmwcoQDVF, GetQuotient = 0.14285714285714285
2683: Bush: month = Month.OCTOBER, name = SfMviDt, GetQuotient = 0.14285714285714285
2684: Flower: name = wXNCiwG, Type = Type.WILD, GetQuotient = 0.14285714285714285
2685: Bush: month = Month.SEPTEMBER, name = wovWmbx, GetQuotient = 0.14285714285714285
2686: Bush: month = Month.JUNE, name = zFkcMAe, GetQuotient = 0.14285714285714285
2687: Flower: name = CgwWnEnnPuebTf, Type = Type.GARDEN, GetQuotient = 0.14285714285714285
2688: Bush: month = Month.MARCH, name = OLdqiyOVZKGajB, GetQuotient = 0.14285714285714285
2689: Bush: month = Month.JUNE, name = OxKamzZ, GetQuotient = 0.14285714285714285
2690: Flower: name = mvdvqKraENayrz, Type = Type.GARDEN, GetQuotient = 0.14285714285714285
2691: Tree: age = 26546, name = ZugVFtOOpqrxig, GetQuotient = 0.14285714285714285
2692: Flower: name = TWKkBiy, Type = Type.HOUSE, GetQuotient = 0.14285714285714285
2693: Bush: month = Month.MARCH, name = BccgeydWazUXVK, GetQuotient = 0.14285714285714285
2694: Tree: age = 5652, name = uDPZQhJ, GetQuotient = 0.14285714285714285
2695: Flower: name = sePqwwqeBMnCJY, Type = Type.HOUSE, GetQuotient = 0.14285714285714285
2696: Tree: age = 38665, name = FAcRiEuSBXDPSb, GetQuotient = 0.14285714285714285
2697: Flower: name = oKPswxLasZQhNY, Type = Type.WILD, GetQuotient = 0.14285714285714285
2698: Tree: age = 29026, name = BigHJmytiJgvSE, GetQuotient = 0.14285714285714285
2699: Bush: month = Month.MARCH, name = OazjpJHumlNZGJ, GetQuotient = 0.14285714285714285
2700: Bush: month = Month.JULY, name = yysrgoI, GetQuotient = 0.14285714285714285
2701: Flower: name = dYAxJeBYownqQI, Type = Type.GARDEN, GetQuotient = 0.14285714285714285
2702: Flower: name = pqCVVFRCnOneXa, Type = Type.GARDEN, GetQuotient = 0.14285714285714285
2703: Bush: month = Month.MAY, name = mpduGMj, GetQuotient = 0.14285714285714285
2704: Bush: month = Month.OCTOBER, name = VshbkiX, GetQuotient = 0.14285714285714285
2705: Bush: month = Month.APRIL, name = nsRsKed, GetQuotient = 0.14285714285714285
2706: Bush: month = Month.APRIL, name = pGGoqAr, GetQuotient = 0.14285714285714285
2707: Flower: name = iSxsHCh, Type = Type.GARDEN, GetQuotient = 0.14285714285714285
2708: Flower: name = eBmXfmx, Type = Type.WILD, GetQuotient = 0.14285714285714285
2709: Bush: month = Month.AUGUST, name = aARQOmj, GetQuotient = 0.14285714285714285
2710: Flower: name = jDHwVSuaqhlWmk, Type = Type.HOUSE, GetQuotient = 0.14285714285714285
2711: Bush: month = Month.FEBRUARY, name = sqihCPZXBUNhoO, GetQuotient = 0.14285714285714285
2712: Tree: age = 77110, name = WlilLVG, GetQuotient = 0.14285714285714285
2713: Flower: name = wuhqNnK, Type = Type.HOUSE, GetQuotient = 0.14285714285714285
2714: Bush: month = Month.DECEMBER, name = XLuOWSd, GetQuotient = 0.14285714285714285
2715: Bush: month = Month.SEPTEMBER, name = BiVGDTB, GetQuotient = 0.14285714285714285
2716: Bush: month = Month.AUGUST, name = XHSJNniYizUdZS, GetQuotient = 0.14285714285714285
2717: Bush: month = Month.MARCH, name = fKWXesG, GetQuotient = 0.14285714285714285
2718: Flower: name = TwvzMva, Type = Type.WILD, GetQuotient = 0.14285714285714285
2719: Bush: month = Month.JANUARY, name = jzuZxNHjaDQIfH, GetQuotient = 0.14285714285714285
2720: Flower: name = BStDuQS, Type = Type.GARDEN, GetQuotient = 0.14285714285714285
2721: Bush: month = Month.JUNE, name = LzaqRpJ, GetQuotient = 0.14285714285714285
2722: Bush: month = Month.MAY, name = yJSTOel, GetQuotient = 0.14285714285714285
2723: Flower: name = QhKGuZx, Type = Type.WILD, GetQuotient = 0.14285714285714285
2724: Tree: age = 23556, name = HzLZerK, GetQuotient = 0.14285714285714285
2725: Bush: month = Month.AUGUST, name = YoZEOKw, GetQuotient = 0.14285714285714285
2726: Flower: name = oQxGTrH, Type = Type.HOUSE, GetQuotient = 0.14285714285714285
2727: Flower: name = UviJUtOLzQQjVu, Type = Type.WILD, GetQuotient = 0.14285714285714285
2728: Bush: month = Month.SEPTEMBER, name = rnraUOL, GetQuotient = 0.14285714285714285
2729: Tree: age = 87952, name = uTQdUvR, GetQuotient = 0.14285714285714285
2730: Tree: age = 34809, name = jbDOeYm, GetQuotient = 0.14285714285714285
2731: Tree: age = 21447, name = pVavhtGBbizODE, GetQuotient = 0.14285714285714285
2732: Tree: age = 48693, name = DVkoztOqzQdrud, GetQuotient = 0.14285714285714285
2733: Flower: name = BldlTeB, Type = Type.HOUSE, GetQuotient = 0.14285714285714285
2734: Bush: month = Month.JULY, name = CXiucQFnWyMYSp, GetQuotient = 0.14285714285714285
2735: Flower: name = paIVMmg, Type = Type.GARDEN, GetQuotient = 0.14285714285714285
2736: Bush: month = Month.APRIL, name = YfOgISkUfiMiqE, GetQuotient = 0.14285714285714285
2737: Tree: age = 9265, name = NkWhUaqramplMI, GetQuotient = 0.14285714285714285
2738: Bush: month = Month.DECEMBER, name = EefXLhY, GetQuotient = 0.14285714285714285
2739: Bush: month = Month.JUNE, name = sdpdeRykuQncth, GetQuotient = 0.14285714285714285
2740: Bush: month = Month.JUNE, name = wHJUEUeGHhGutv, GetQuotient = 0.14285714285714285
2741: Tree: age = 92382, name = DuTQhHf, GetQuotient = 0.14285714285714285
2742: Flower: name = bxtiKLikWIHIDp, Type = Type.WILD, GetQuotient = 0.14285714285714285
2743: Bush: month = Month.OCTOBER, name = dfHJMLauPYbvxy, GetQuotient = 0.14285714285714285
2744: Bush: month = Month.OCTOBER, name = Akwjpfe, GetQuotient = 0.14285714285714285
2745: Tree: age = 45646, name = mCxTlydvKwxuaV, GetQuotient = 0.14285714285714285
2746: Flower: name = SJzucOl, Type = Type.HOUSE, GetQuotient = 0.14285714285714285
2747: Flower: name = jIqOovr, Type = Type.HOUSE, GetQuotient = 0.14285714285714285
2748: Flower: name = iLTpjWP, Type = Type.WILD, GetQuotient = 0.14285714285714285
2749: Tree: age = 46411, name = ToAGQnm, GetQuotient = 0.14285714285714285
2750: Tree: age = 73677, name = preAARF, GetQuotient = 0.14285714285714285
2751: Flower: name = NFQDulF, Type = Type.HOUSE, GetQuotient = 0.14285714285714285
2752: Tree: age = 41911, name = OKjJGpe, GetQuotient = 0.14285714285714285
2753: Tree: age = 72931, name = VsWptiN, GetQuotient = 0.14285714285714285
2754: Tree: age = 26748, name = GVowRfjHFBtacn, GetQuotient = 0.14285714285714285
2755: Bush: month = Month.NOVEMBER, name = fmJuWkK, GetQuotient = 0.14285714285714285
2756: Flower: name = fJDZWsRNXpoBiK, Type = Type.HOUSE, GetQuotient = 0.14285714285714285
2757: Flower: name = etRVGmFuNtrLWq, Type = Type.HOUSE, GetQuotient = 0.14285714285714285
2758: Flower: name = VfaFcsl, Type = Type.HOUSE, GetQuotient = 0.14285714285714285
2759: Bush: month = Month.NOVEMBER, name = pLhDofO, GetQuotient = 0.14285714285714285
2760: Tree: age = 34166, name = bYZSoss, GetQuotient = 0.14285714285714285
2761: Tree: age = 71141, name = FDdjheT, GetQuotient = 0.14285714285714285
2762: Flower: name = KpeNCJODewYxIR, Type = Type.WILD, GetQuotient = 0.14285714285714285
2763: Bush: month = Month.SEPTEMBER, name = BIiKzqYMUXZeGA, GetQuotient = 0.14285714285714285
2764: Bush: month = Month.MAY, name = QvigIAq, GetQuotient = 0.14285714285714285
2765: Bush: month = Month.APRIL, name = hakKCEm, GetQuotient = 0.14285714285714285
2766: Flower: name = ZeFdjOq, Type = Type.GARDEN, GetQuotient = 0.14285714285714285
2767: Bush: month = Month.FEBRUARY, name = qraIIreYLkpNgO, GetQuotient = 0.14285714285714285
2768: Bush: month = Month.APRIL, name = XuLQVzB, GetQuotient = 0.14285714285714285
2769: Bush: month = Month.JULY, name = cvZoTqT, GetQuotient = 0.14285714285714285
2770: Bush: month = Month.OCTOBER, name = UnSocqz, GetQuotient = 0.14285714285714285
2771: Tree: age = 67557, name = Blrqeww, GetQuotient = 0.14285714285714285
2772: Tree: age = 7401, name = gayPryR, GetQuotient = 0.14285714285714285
2773: Bush: month = Month.OCTOBER, name = LmIjamy, GetQuotient = 0.14285714285714285
2774: Flower: name = UoXvnjWxETGVeh, Type = Type.HOUSE, GetQuotient = 0.14285714285714285
